taxa	species	body_size	body_size_st	degree	normalized.degree	betweenness	nested_contribution	betweenness_igraph
trees	Astrocaryum_aculeatum	7	100	2	0.08	0.0005	0.558908786	4.78E-05
trees	Astrocaryum_murumuru	6	85.71428571	9	0.36	0.0037	0.099706059	8.82E-04
trees	Attalea_maripa	6	85.71428571	1	0.04	0	-0.684211943	0.00E+00
trees	Bellucia_grossularioides	2	28.57142857	1	0.04	0	-0.205396386	0.00E+00
trees	Bellucia_imperialis	2	28.57142857	1	0.04	0	-1.013107785	0.00E+00
trees	Bertholletia_excelsa	6	85.71428571	6	0.24	0.0026	0.200034912	4.86E-04
trees	Bocageopsis_multiflora	5	71.42857143	12	0.48	0.0064	1.790227087	2.15E-03
trees	Bocoa_viridiflora	6	85.71428571	21	0.84	0.0101	3.585289299	5.63E-03
trees	Borojoa_claviflora	5	71.42857143	1	0.04	0	-1.356018328	0.00E+00
trees	Brosimum_guianense	5	71.42857143	2	0.08	0.0002	0.245297105	1.78E-05
trees	Brosimum_parinarioides	5	71.42857143	17	0.68	0.0071	2.467430538	3.20E-03
trees	Brosimum_rubescens	5	71.42857143	15	0.6	0.006	1.860224251	2.50E-03
trees	Buchenavia_grandis	6	85.71428571	6	0.24	0.0032	1.068531812	6.17E-04
trees	Buchenavia_guianensis	6	85.71428571	3	0.12	0.0006	-1.290880546	6.55E-05
trees	Buchenavia_parvifolia	6	85.71428571	5	0.2	0.0016	0.29026108	2.68E-04
trees	Byrsonima_chrysophylla	6	85.71428571	13	0.52	0.0038	-0.136112285	1.40E-03
trees	Byrsonima_crispa	6	85.71428571	1	0.04	0	-0.582539098	0.00E+00
trees	Calycolpus_goetheanus	7	100	13	0.52	0.0065	1.943150162	2.38E-03
trees	Carapa_guianensis	7	100	4	0.16	0.001	0.796717875	1.63E-04
trees	Cariniana_micrantha	3	42.85714286	16	0.64	0.0071	2.220122424	3.11E-03
trees	Caryocar_glabrum	7	100	12	0.48	0.0057	2.155559753	1.99E-03
trees	Caryocar_villosum	7	100	3	0.12	0.0009	-0.15906871	1.04E-04
trees	Casearia_javitensis	4	57.14285714	4	0.16	0.0007	-0.725514555	1.28E-04
trees	Casearia_manausensis	4	57.14285714	3	0.12	0.0003	-2.101758323	4.77E-05
trees	Casearia_pitumba	4	57.14285714	1	0.04	0	-0.230404832	0.00E+00
trees	Catostemma_albuquerquei	7	100	13	0.52	0.0065	2.821104483	2.40E-03
trees	Cecropia_purpurascens	2	28.57142857	5	0.2	0.0017	0.298655234	2.92E-04
trees	Cecropia_sciadophylla	2	28.57142857	17	0.68	0.0063	1.472238215	2.97E-03
trees	Chimarrhis_barbata	5	71.42857143	3	0.12	0.0008	-0.817633942	8.95E-05
trees	Chromolucuma_rubiflora	6	85.71428571	1	0.04	0	0.131300676	0.00E+00
trees	Chrysophyllum_amazonicum	6	85.71428571	1	0.04	0	-1.57373167	0.00E+00
trees	Chrysophyllum_sanguinolentum_balata	6	85.71428571	6	0.24	0.0026	0.403821202	4.94E-04
trees	Clarisia_racemosa	6	85.71428571	5	0.2	0.0009	-1.127409344	1.80E-04
trees	Coccoloba_mollis	4	57.14285714	1	0.04	0	-0.305972986	0.00E+00
trees	Conceveiba_guianensis	5	71.42857143	2	0.08	0.0004	-0.401745278	3.78E-05
trees	Cordia_exaltata	5	71.42857143	16	0.64	0.0078	2.308716937	3.44E-03
trees	Corythophora_alta	5	71.42857143	7	0.28	0.0038	1.543736469	8.41E-04
trees	Corythophora_rimosa	5	71.42857143	1	0.04	0	1.096249508	0.00E+00
trees	Couepia_canomensis	6	85.71428571	1	0.04	0	0.055501382	0.00E+00
trees	Couepia_robusta	6	85.71428571	13	0.52	0.0061	1.605000974	2.29E-03
trees	Couma_guianensis	5	71.42857143	4	0.16	0.0008	0.370488747	1.27E-04
trees	Couratari_stellata	5	71.42857143	4	0.16	0.0015	0.652922405	2.18E-04
trees	Coussapoa_orthoneura	2	28.57142857	1	0.04	0	-1.066777635	0.00E+00
trees	Croton_lanjouwensis	4	57.14285714	15	0.6	0.0064	1.327182482	2.45E-03
trees	Cupania_scrobiculata	5	71.42857143	1	0.04	0	-0.021221314	0.00E+00
trees	Cybianthus_guyanensis	6	85.71428571	2	0.08	0.0004	0.504977295	3.57E-05
trees	Dinizia_excelsa	5	71.42857143	5	0.2	0.0021	-0.674265132	3.22E-04
trees	Diospyros_cavalcantei	5	71.42857143	3	0.12	0.0012	0.327275715	1.52E-04
trees	Diospyros_guianensis	5	71.42857143	11	0.44	0.0047	1.205636582	1.46E-03
trees	Diplotropis_martiusii	5	71.42857143	18	0.72	0.0095	3.610546512	4.64E-03
trees	Dipteryx_magnifica	6	85.71428571	2	0.08	0.0003	0.0280008	3.18E-05
trees	Dipteryx_odorata	6	85.71428571	5	0.2	0.0018	-0.296400575	3.01E-04
trees	Duguetia_flagellaris	5	71.42857143	6	0.24	0.0028	-0.083632419	5.35E-04
trees	Duguetia_stelechantha	5	71.42857143	5	0.2	0.0017	-0.107986539	2.95E-04
trees	Duguetia_surinamensis	5	71.42857143	9	0.36	0.0045	1.927171732	1.22E-03
trees	Dulacia_candida	6	85.71428571	4	0.16	0.0019	0.380798778	2.81E-04
trees	Duroia_longiflora	5	71.42857143	7	0.28	0.0027	0.276606716	6.09E-04
trees	Duroia_macrophylla	5	71.42857143	1	0.04	0	-1.209933482	0.00E+00
trees	Duroia_saccifera	5	71.42857143	3	0.12	0.0011	1.033704268	1.32E-04
trees	Ecclinusa_guianensis	5	71.42857143	19	0.76	0.0082	2.373802147	4.26E-03
trees	Endopleura_uchi	7	100	12	0.48	0.0053	1.277436602	1.65E-03
trees	Eriotheca_globosa	4	57.14285714	6	0.24	0.0018	-0.422854912	3.19E-04
trees	Erisma_bicolor	5	71.42857143	4	0.16	0.0011	0.122332496	1.52E-04
trees	Erisma_bracteosum	5	71.42857143	1	0.04	0	-0.425185597	0.00E+00
trees	Eschweilera_collina	6	85.71428571	11	0.44	0.0038	0.765149839	1.22E-03
trees	Eschweilera_coriacea	6	85.71428571	19	0.76	0.009	2.815271077	4.59E-03
trees	Eschweilera_cyathiformis	6	85.71428571	2	0.08	0.0003	-0.15163057	2.44E-05
trees	Eschweilera_grandiflora	6	85.71428571	11	0.44	0.0063	1.714838864	1.94E-03
trees	Eschweilera_pseudodecolorans	6	85.71428571	1	0.04	0	0.762889162	0.00E+00
trees	Eschweilera_romeucardosoi	6	85.71428571	23	0.92	0.0108	3.893822606	6.56E-03
trees	Eschweilera_tessmannii	6	85.71428571	13	0.52	0.0064	1.100566268	2.19E-03
trees	Eschweilera_truncata	6	85.71428571	23	0.92	0.0105	3.863985024	6.38E-03
trees	Eschweilera_wachenheimii	6	85.71428571	15	0.6	0.0081	2.45381104	3.24E-03
trees	Eugenia_cupulata	5	71.42857143	4	0.16	0.001	-1.608297238	1.45E-04
trees	Eugenia_florida	5	71.42857143	17	0.68	0.0084	2.379097136	3.75E-03
trees	Euterpe_precatoria	5	71.42857143	14	0.56	0.0071	2.623675722	2.76E-03
trees	Fusaea_longifolia	5	71.42857143	4	0.16	0.0013	0.680583255	2.09E-04
trees	Geissospermum_argenteum	5	71.42857143	5	0.2	0.0015	0.587140394	2.54E-04
trees	Glycidendron_amazonicum	5	71.42857143	3	0.12	0.0006	0.08784493	7.34E-05
trees	Goupia_glabra	2	28.57142857	15	0.6	0.0075	1.873510343	3.02E-03
trees	Guapira_sp._1	4	57.14285714	2	0.08	0.0003	-0.855372719	2.92E-05
trees	Guarea_humaitensis	5	71.42857143	2	0.08	0.0003	-0.326042351	3.27E-05
trees	Guarea_pubescens	5	71.42857143	21	0.84	0.0097	3.16862343	5.31E-03
trees	Guarea_silvatica	5	71.42857143	5	0.2	0.0021	-0.533051677	3.32E-04
trees	Guatteria_olivacea	5	71.42857143	23	0.92	0.0097	2.558669039	5.88E-03
trees	Guatteriopsis_blepharophylla	5	71.42857143	14	0.56	0.0062	2.073878318	2.40E-03
trees	Gustavia_elliptica	7	100	1	0.04	0	0.822671616	0.00E+00
trees	Heisteria_barbata	5	71.42857143	6	0.24	0.0031	1.014497377	5.96E-04
trees	Helicostylis_scabra	5	71.42857143	13	0.52	0.0056	1.48255188	2.21E-03
trees	Helicostylis_tomentosa	5	71.42857143	2	0.08	0.0004	0.355780038	4.23E-05
trees	Henriettella_caudata	1	14.28571429	1	0.04	0	-1.599296586	0.00E+00
trees	Hevea_guianensis	6	85.71428571	7	0.28	0.003	0.439646022	6.34E-04
trees	Himatanthus_sucuuba	5	71.42857143	1	0.04	0	0.950568065	0.00E+00
trees	Hirtella_racemosa	5	71.42857143	3	0.12	0.0011	0.5346776	1.45E-04
trees	Hymenaea_intermedia	6	85.71428571	5	0.2	0.0018	0.289967954	3.04E-04
trees	Hymenolobium_modestum	5	71.42857143	4	0.16	0.0019	-0.246276677	2.66E-04
trees	Inga_alba	5	71.42857143	20	0.8	0.0097	2.709790527	5.11E-03
trees	Inga_cayennensis	5	71.42857143	19	0.76	0.0092	2.990814834	4.62E-03
trees	Inga_cordatoalata	5	71.42857143	4	0.16	0.0009	-0.352899801	1.52E-04
trees	Inga_gracilifolia	5	71.42857143	4	0.16	0.0013	0.053333243	2.07E-04
trees	Inga_grandiflora	5	71.42857143	9	0.36	0.0046	0.675830834	1.20E-03
trees	Inga_marginata	5	71.42857143	20	0.8	0.0077	1.999905552	4.03E-03
trees	Inga_obidensis	5	71.42857143	4	0.16	0.0013	0.200934171	1.97E-04
trees	Inga_paraensis	5	71.42857143	8	0.32	0.0035	1.480281448	8.49E-04
trees	Inga_splendens	5	71.42857143	1	0.04	0	-0.223579668	0.00E+00
trees	Inga_umbratica	5	71.42857143	2	0.08	0.0004	-0.053074001	3.64E-05
trees	Iryanthera_juruensis	6	85.71428571	17	0.68	0.0083	2.495177052	3.79E-03
trees	Iryanthera_ulei	6	85.71428571	19	0.76	0.0098	3.293143085	4.88E-03
trees	Isertia_hypoleuca	5	71.42857143	1	0.04	0	-1.188232876	0.00E+00
trees	Jacaranda_copaia	3	42.85714286	6	0.24	0.0022	-0.341656104	4.51E-04
trees	Jacaratia_spinosa	4	57.14285714	1	0.04	0	-1.311828577	0.00E+00
trees	Kutchubaea_sericantha	5	71.42857143	1	0.04	0	0.457081176	0.00E+00
trees	Lacistema_aggregatum	4	57.14285714	2	0.08	0.0001	-0.200891864	1.14E-05
trees	Lacmellea_aculeata	5	71.42857143	1	0.04	0	0.818004848	0.00E+00
trees	Lacmellea_gracilis	5	71.42857143	1	0.04	0	1.160229944	0.00E+00
trees	Lacunaria_jenmanii	5	71.42857143	2	0.08	0.0005	-0.217262434	5.17E-05
trees	Laetia_procera	3	42.85714286	6	0.24	0.0016	-0.616569464	3.28E-04
trees	Lecythis_barnebeyii	6	85.71428571	1	0.04	0	-1.952393113	0.00E+00
trees	Lecythis_prancei	6	85.71428571	4	0.16	0.0011	0.481112172	1.69E-04
trees	Lecythis_zabucajo	6	85.71428571	7	0.28	0.0028	1.029885679	5.97E-04
trees	Leonia_cymosa	6	85.71428571	1	0.04	0	0.478972222	0.00E+00
trees	Leonia_glycycarpa	6	85.71428571	1	0.04	0	0.278017806	0.00E+00
trees	Licania_adolphoduckei	7	100	2	0.08	0.0004	-0.1615092	3.80E-05
trees	Licania_bracteata	7	100	2	0.08	0.0002	-1.674932178	1.68E-05
trees	Licania_canescens	7	100	13	0.52	0.0064	2.051467708	2.25E-03
trees	Licania_heteromorpha	7	100	16	0.64	0.0082	2.345668008	3.36E-03
trees	Licania_impressa	7	100	24	0.96	0.0106	3.23458585	6.71E-03
trees	Licania_micrantha	7	100	12	0.48	0.0053	1.625136906	1.79E-03
trees	Licania_niloi	7	100	8	0.32	0.0026	0.359447705	6.12E-04
trees	Licania_oblongifolia	7	100	6	0.24	0.0026	-0.022063025	5.22E-04
trees	Licania_rodriguesii	7	100	11	0.44	0.0048	1.214652783	1.51E-03
trees	Licania_sothersiae	7	100	9	0.36	0.0037	1.27785883	9.87E-04
trees	Licaria_guianensis	5	71.42857143	14	0.56	0.007	2.277218953	2.65E-03
trees	Licaria_martiniana	5	71.42857143	15	0.6	0.0079	2.408553711	3.21E-03
trees	Licaria_rodriguesii	5	71.42857143	1	0.04	0	0.038550925	0.00E+00
trees	Lueheopsis_rosea	3	42.85714286	3	0.12	0.0013	-0.146547095	1.48E-04
trees	Mabea_angularis	4	57.14285714	6	0.24	0.0026	1.352063435	5.16E-04
trees	Mabea_piriri	4	57.14285714	1	0.04	0	-1.923592805	0.00E+00
trees	Mabea_speciosa	4	57.14285714	9	0.36	0.0047	1.829076614	1.22E-03
trees	Macrolobium_limbatum	6	85.71428571	2	0.08	0.0003	0.986385162	2.76E-05
trees	Macrolobium_prancei	6	85.71428571	1	0.04	0	-0.232924523	0.00E+00
trees	Manilkara_bidentata	6	85.71428571	3	0.12	0.0008	-0.514691319	8.83E-05
trees	Manilkara_cavalcantei	6	85.71428571	3	0.12	0.0005	-1.237427395	5.57E-05
trees	Manilkara_huberi	6	85.71428571	3	0.12	0.0004	-0.420333428	6.01E-05
trees	Maprounea_guianensis	4	57.14285714	3	0.12	0.0007	-0.628065105	9.30E-05
trees	Maquira_sclerophylla	6	85.71428571	18	0.72	0.0082	2.860295186	3.98E-03
trees	Marlierea_caudata	4	57.14285714	1	0.04	0	0.479857849	0.00E+00
trees	Marlierea_umbraticola	4	57.14285714	1	0.04	0	0.638671253	0.00E+00
trees	Maytenus_guianensis	5	71.42857143	1	0.04	0	-0.586700351	0.00E+00
trees	Mezilaurus_duckei	6	85.71428571	6	0.24	0.0019	0.720003188	4.38E-04
trees	Mezilaurus_itauba	6	85.71428571	12	0.48	0.0054	1.622105542	1.81E-03
trees	Miconia_argyrophylla	1	14.28571429	1	0.04	0	0.228016142	0.00E+00
trees	Miconia_dispar	1	14.28571429	3	0.12	0.0007	-0.379138835	9.21E-05
trees	Miconia_eriodonta	1	14.28571429	6	0.24	0.0026	0.336861964	4.62E-04
trees	Miconia_martiniana	1	14.28571429	1	0.04	0	0.757536105	0.00E+00
trees	Miconia_poeppigii	1	14.28571429	2	0.08	0.0004	-0.005258212	3.29E-05
trees	Miconia_pyrifolia	1	14.28571429	2	0.08	0.0003	0.478798373	3.43E-05
trees	Micrandra_spruceana	4	57.14285714	1	0.04	0	-0.796222114	0.00E+00
trees	Micrandropsis_scleroxylon	5	71.42857143	8	0.32	0.002	-0.24744476	5.12E-04
trees	Micropholis_guyanensis	5	71.42857143	8	0.32	0.0036	0.888217224	8.14E-04
trees	Micropholis_guyanensis_duckeana	5	71.42857143	1	0.04	0	0.124523633	0.00E+00
trees	Micropholis_guyanensis_guyanensis	5	71.42857143	5	0.2	0.0019	0.22021936	3.14E-04
trees	Micropholis_splendens	5	71.42857143	2	0.08	0.0004	0.508608398	3.35E-05
trees	Micropholis_venulosa	5	71.42857143	4	0.16	0.0015	0.415734268	2.31E-04
trees	Micropholis_williamii	5	71.42857143	11	0.44	0.0045	0.267488323	1.34E-03
trees	Minquartia_guianensis	5	71.42857143	16	0.64	0.0077	2.591371789	3.32E-03
trees	Moronobea_coccinea	6	85.71428571	6	0.24	0.0019	0.205588935	3.39E-04
trees	Mouriri_ficoides	5	71.42857143	11	0.44	0.0066	2.656713389	2.10E-03
trees	Myrcia_amazonica	7	100	5	0.2	0.0014	-0.190334178	2.40E-04
trees	Myrcia_fallax	7	100	1	0.04	0	-1.675352205	0.00E+00
trees	Myrcia_fenestrata	7	100	2	0.08	0.0002	-2.297239117	2.21E-05
trees	Myrcia_minutiflora	7	100	3	0.12	0.0005	0.856234306	6.21E-05
trees	Myrcia_paivae	7	100	7	0.28	0.003	0.813481324	6.36E-04
trees	Naucleopsis_caloneura	7	100	13	0.52	0.0072	2.021745595	2.48E-03
trees	Naucleopsis_ulei	7	100	1	0.04	0	-0.387264678	0.00E+00
trees	Neea_oppositifolia	4	57.14285714	1	0.04	0	1.063258393	0.00E+00
trees	Neea_sp._1	4	57.14285714	13	0.52	0.0054	1.313881304	2.06E-03
trees	Ocotea_aciphylla	6	85.71428571	1	0.04	0	-1.308343697	0.00E+00
trees	Ocotea_cinerea	6	85.71428571	1	0.04	0	1.078886312	0.00E+00
trees	Ocotea_longifolia	6	85.71428571	1	0.04	0	-0.376354158	0.00E+00
trees	Ocotea_nigrescens	6	85.71428571	23	0.92	0.011	3.705578794	6.50E-03
trees	Ocotea_olivacea	6	85.71428571	3	0.12	0.0011	0.400087249	1.45E-04
trees	Oenocarpus_bacaba	6	85.71428571	25	1	0.011	3.340837848	7.20E-03
trees	Oenocarpus_bataua	6	85.71428571	1	0.04	0	-3.091623663	0.00E+00
trees	Oenocarpus_minor	6	85.71428571	2	0.08	0.0002	-2.180768446	2.17E-05
trees	Orbignya_phalerata	6	85.71428571	2	0.08	0	-2.424492768	6.41E-06
trees	Osteophloeum_platyspermum	6	85.71428571	18	0.72	0.0093	3.713657779	4.52E-03
trees	Ouratea_discophora	5	71.42857143	3	0.12	0.0008	-0.368496195	8.49E-05
trees	Ouratea_odora	5	71.42857143	2	0.08	0.0002	0.402781144	1.78E-05
trees	Paramachaerium_ormosioides	5	71.42857143	10	0.4	0.0053	1.562614411	1.48E-03
trees	Parinari_excelsa	6	85.71428571	17	0.68	0.0087	2.578571538	3.97E-03
trees	Parinari_montana	6	85.71428571	4	0.16	0.0011	0.360952613	1.60E-04
trees	Parinari_parvifolia	6	85.71428571	13	0.52	0.0048	0.549520253	1.71E-03
trees	Parkia_multijuga	4	57.14285714	12	0.48	0.0053	1.108130803	1.88E-03
trees	Parkia_nitida	4	57.14285714	2	0.08	0.0002	-0.307253283	2.00E-05
trees	Parkia_pendula	4	57.14285714	4	0.16	0.0006	-0.990989969	1.13E-04
trees	Pausandra_macropetala	5	71.42857143	1	0.04	0	0.835352211	0.00E+00
trees	Paypayrola_grandiflora	5	71.42857143	4	0.16	0.0016	0.397519342	2.33E-04
trees	Peltogyne_catingae	5	71.42857143	2	0.08	0.0003	0.377864154	3.43E-05
trees	Peltogyne_paniculata	5	71.42857143	2	0.08	0.0002	-1.076481511	1.68E-05
trees	Platymiscium_duckei	5	71.42857143	10	0.4	0.0046	1.11514068	1.14E-03
trees	Pogonophora_schomburgkiana	4	57.14285714	3	0.12	0.0011	-0.172973844	1.51E-04
trees	Poraqueiba_sericea	7	100	2	0.08	0.0004	-0.465374775	3.37E-05
trees	Pourouma_bicolor	5	71.42857143	14	0.56	0.0065	1.487319835	2.38E-03
trees	Pourouma_cuspidata	5	71.42857143	15	0.6	0.0069	2.525699776	2.87E-03
trees	Pourouma_guianensis	5	71.42857143	1	0.04	0	-1.209291308	0.00E+00
trees	Pourouma_minor	5	71.42857143	17	0.68	0.0082	3.049807428	3.82E-03
trees	Pourouma_ovata	5	71.42857143	8	0.32	0.0033	0.700752757	7.52E-04
trees	Pourouma_tomentosa	5	71.42857143	7	0.28	0.0021	-0.27870129	5.10E-04
trees	Pourouma_villosa	5	71.42857143	5	0.2	0.0015	-0.228033821	2.37E-04
trees	Pouteria_anomala	6	85.71428571	17	0.68	0.0086	3.01157444	4.05E-03
trees	Pouteria_caimito	6	85.71428571	7	0.28	0.003	0.55540047	6.69E-04
trees	Pouteria_cuspidata	6	85.71428571	1	0.04	0	0.842476042	0.00E+00
trees	Pouteria_filipes	6	85.71428571	11	0.44	0.0051	1.811214386	1.55E-03
trees	Pouteria_freitasii	6	85.71428571	16	0.64	0.0084	2.725179178	3.75E-03
trees	Pouteria_guianensis	6	85.71428571	24	0.96	0.011	3.336693677	6.81E-03
trees	Pouteria_minima	6	85.71428571	15	0.6	0.0062	1.804683568	2.53E-03
trees	Pouteria_oppositifolia	6	85.71428571	1	0.04	0	-0.118295458	0.00E+00
trees	Pouteria_pallens	6	85.71428571	24	0.96	0.011	3.654348279	6.90E-03
trees	Pouteria_reticulata	6	85.71428571	16	0.64	0.0067	1.829962112	2.84E-03
trees	Pouteria_rostrata	6	85.71428571	1	0.04	0	0.649048241	0.00E+00
trees	Pouteria_stipulifera	6	85.71428571	1	0.04	0	0.036813436	0.00E+00
trees	Pouteria_virescens	6	85.71428571	12	0.48	0.0053	1.990059735	1.92E-03
trees	Protium_altsonii	6	85.71428571	16	0.64	0.0081	3.286909619	3.62E-03
trees	Protium_apiculatum	6	85.71428571	16	0.64	0.009	2.782152938	3.88E-03
trees	Protium_aracouchini	6	85.71428571	2	0.08	0.0004	0.402798988	4.19E-05
trees	Protium_decandrum	6	85.71428571	21	0.84	0.01	3.724300396	5.60E-03
trees	Protium_giganteum	6	85.71428571	1	0.04	0	0.714234051	0.00E+00
trees	Protium_hebetatum	6	85.71428571	24	0.96	0.011	3.457968928	6.81E-03
trees	Protium_opacum	6	85.71428571	7	0.28	0.0039	1.845382809	8.91E-04
trees	Protium_pilosum	6	85.71428571	5	0.2	0.002	0.606284134	3.77E-04
trees	Protium_trifoliolatum	6	85.71428571	4	0.16	0.0014	0.172285972	2.06E-04
trees	Pseudolmedia_laevigata	5	71.42857143	3	0.12	0.0011	0.442499609	1.35E-04
trees	Pseudolmedia_laevis	5	71.42857143	19	0.76	0.0082	2.341464558	4.08E-03
trees	Pseudopiptadenia_psilostachya	5	71.42857143	2	0.08	0.0007	0.125446814	7.20E-05
trees	Psidium_guineense	4	57.14285714	1	0.04	0	-0.131070424	0.00E+00
trees	Pterocarpus_officinalis	6	85.71428571	15	0.6	0.0078	3.089629418	3.33E-03
trees	Pterocarpus_rohrii	6	85.71428571	5	0.2	0.0032	0.851037124	5.43E-04
trees	Qualea_paraensis	5	71.42857143	1	0.04	0	-1.636326835	0.00E+00
trees	Quararibea_ochrocalyx	6	85.71428571	21	0.84	0.0102	3.624362973	5.60E-03
trees	Quiina_amazonica	5	71.42857143	1	0.04	0	0.825015063	0.00E+00
trees	Rhodostemonodaphne_grandis	6	85.71428571	6	0.24	0.0029	1.159534569	5.66E-04
trees	Rinorea_guianensis	4	57.14285714	15	0.6	0.0084	2.503584019	3.41E-03
trees	Rinorea_macrocarpa	4	57.14285714	2	0.08	0.0003	-0.287646519	2.86E-05
trees	Rinorea_racemosa	4	57.14285714	19	0.76	0.0099	3.591780273	5.05E-03
trees	Rollinia_insignis	4	57.14285714	3	0.12	0.0011	1.347210494	1.44E-04
trees	Roucheria_punctata	3	42.85714286	2	0.08	0.0003	-0.89380126	2.87E-05
trees	Roupala_montana	4	57.14285714	1	0.04	0	0.137214231	0.00E+00
trees	Ryania_speciosa	4	57.14285714	4	0.16	0.0009	0.241352121	1.33E-04
trees	Sacoglottis_mattogrossensis	6	85.71428571	5	0.2	0.0013	-0.450042447	2.27E-04
trees	Sapium_glandulosum	4	57.14285714	7	0.28	0.0027	0.47526406	6.18E-04
trees	Sarcaulus_brasiliensis	5	71.42857143	3	0.12	0.0003	-0.292561273	3.97E-05
trees	Schefflera_morototoni	4	57.14285714	8	0.32	0.0025	0.070508612	7.19E-04
trees	Schizolobium_amazonicum	6	85.71428571	5	0.2	0.0007	-0.3873531	1.25E-04
trees	Scleronema_micranthum	7	100	22	0.88	0.0105	3.542084215	6.01E-03
trees	Sextonia_rubra	6	85.71428571	7	0.28	0.0029	0.40717395	6.53E-04
trees	Simaba_cedron	4	57.14285714	1	0.04	0	-0.923881349	0.00E+00
trees	Simaba_polyphylla	4	57.14285714	1	0.04	0	-0.640233364	0.00E+00
trees	Simarouba_amara	4	57.14285714	4	0.16	0.0014	-0.613397917	1.87E-04
trees	Siparuna_decipiens	4	57.14285714	16	0.64	0.0083	3.050886525	3.52E-03
trees	Siparuna_guianensis	4	57.14285714	2	0.08	0.0003	-0.349757946	2.44E-05
trees	Sloanea_excelsa	6	85.71428571	5	0.2	0.0023	0.171621378	3.97E-04
trees	Sloanea_schomburgkii	6	85.71428571	1	0.04	0	-1.002598358	0.00E+00
trees	Sloanea_synandra	6	85.71428571	16	0.64	0.0079	1.783501029	3.28E-03
trees	Socrateae_exorrhiza	6	85.71428571	1	0.04	0	0.667083045	0.00E+00
trees	Sorocea_guilleminiana	4	57.14285714	1	0.04	0	0.59917674	0.00E+00
trees	Sorocea_muriculata_muriculata	4	57.14285714	17	0.68	0.0083	2.270219439	3.69E-03
trees	Sterculia_excelsa	6	85.71428571	8	0.32	0.0027	1.040082243	6.89E-04
trees	Sterigmapetalum_obovatum	3	42.85714286	3	0.12	0.001	0.089536794	1.27E-04
trees	Stryphnodendron_guianense	6	85.71428571	7	0.28	0.0024	-0.287006163	5.17E-04
trees	Swartzia_arborescens	6	85.71428571	1	0.04	0	-1.291386359	0.00E+00
trees	Swartzia_cuspidata	6	85.71428571	7	0.28	0.0026	0.478215386	5.54E-04
trees	Swartzia_oblanceolata	6	85.71428571	3	0.12	0.0009	-0.596518405	1.18E-04
trees	Swartzia_panacoco	6	85.71428571	1	0.04	0	-0.981814905	0.00E+00
trees	Swartzia_polyphylla	6	85.71428571	2	0.08	0.0001	0.235224431	1.30E-05
trees	Swartzia_reticulata	6	85.71428571	4	0.16	0.0009	-0.442519784	1.26E-04
trees	Symphonia_globulifera	6	85.71428571	4	0.16	0.0015	-0.431967831	2.04E-04
trees	Tabebuia_incana	5	71.42857143	2	0.08	0.0004	-0.539672786	4.18E-05
trees	Tabebuia_serratifolia	5	71.42857143	9	0.36	0.004	0.607610995	9.88E-04
trees	Tabernaemontana_angulata	5	71.42857143	1	0.04	0	-0.709061182	0.00E+00
trees	Tabernaemontana_flavicans	5	71.42857143	1	0.04	0	-0.34342287	0.00E+00
trees	Tachigali_chrysophylla	5	71.42857143	7	0.28	0.0031	0.540828763	6.39E-04
trees	Tachigali_glauca	5	71.42857143	14	0.56	0.0061	1.524064562	2.32E-03
trees	Tachigali_micropetala	5	71.42857143	13	0.52	0.0071	2.705498474	2.69E-03
trees	Talisia_mollis	5	71.42857143	14	0.56	0.0066	2.641194434	2.65E-03
trees	Tapirira_guianensis	5	71.42857143	11	0.44	0.0048	1.48376198	1.51E-03
trees	Tapura_amazonica	4	57.14285714	2	0.08	0.0001	-2.865447216	1.24E-05
trees	Ternstroemia_urophora	5	71.42857143	2	0.08	0.0004	0.368238768	3.57E-05
trees	Tetragastris_altissima	5	71.42857143	1	0.04	0	0.975802021	0.00E+00
trees	Tetragastris_panamensis	5	71.42857143	20	0.8	0.0093	3.923700093	4.84E-03
trees	Theobroma_grandiflorum	6	85.71428571	1	0.04	0	-0.310966825	0.00E+00
trees	Theobroma_speciosum	6	85.71428571	2	0.08	0.0003	0.77546354	2.76E-05
trees	Theobroma_subincanum	6	85.71428571	17	0.68	0.0084	2.525170621	3.73E-03
trees	Theobroma_sylvestre	6	85.71428571	19	0.76	0.0089	3.514426703	4.43E-03
trees	Thyrsodium_spruceanum	5	71.42857143	13	0.52	0.0075	2.812543544	2.75E-03
trees	Toulicia_cf._pulvinata	5	71.42857143	1	0.04	0	0.062728218	0.00E+00
trees	Tovomita_obovata	6	85.71428571	9	0.36	0.0041	0.835775762	1.06E-03
trees	Trichilia_cipo	5	71.42857143	5	0.2	0.0017	-0.015062849	3.13E-04
trees	Trichilia_pleeana	5	71.42857143	14	0.56	0.0061	2.304698597	2.44E-03
trees	Trichilia_schomburgkii	5	71.42857143	2	0.08	0.0003	-0.262135602	2.44E-05
trees	Unonopsis_duckei	5	71.42857143	18	0.72	0.0088	2.83262128	4.27E-03
trees	Vantanea_guianensis	6	85.71428571	1	0.04	0	1.042846079	0.00E+00
trees	Vantanea_parviflora	6	85.71428571	5	0.2	0.0026	0.74205287	4.79E-04
trees	Vatairea_sericea	7	100	1	0.04	0	-2.348767008	0.00E+00
trees	Virola_calophylla_calophylla	6	85.71428571	10	0.4	0.0047	0.622999424	1.32E-03
trees	Virola_juruensis	6	85.71428571	1	0.04	0	0.940365269	0.00E+00
